Invariant,Avg,Prior,Ratio,S24,S10,S25,S8,S21,S9,S6,S16,S14,S23,S22,S26,S13,S12,S15,S7,S17,S11,S27
P(Mode_H2M=autonomous | CurrentBrake_Machine=CurrentBrake_Machine==0 CurrentThrottle_Machine=CurrentThrottle_Machine==0 EventW_Machine=EventW_Machine==  CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human>0 ),0,0.85196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P(Mode_H2M=autonomous | CurrentBrake_Machine=CurrentBrake_Machine==0 CurrentThrottle_Machine=CurrentThrottle_Machine==0 EventW_Machine=EventW_Machine==  CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human<0 ),0,0.85196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P(Mode_H2M=autonomous | CurrentBrake_Machine=CurrentBrake_Machine==0 CurrentThrottle_Machine=CurrentThrottle_Machine==0 EventW_Machine=EventW_Machine==  CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human==0 ),0,0.85196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P(Mode_H2M=autonomous | CurrentBrake_Machine=CurrentBrake_Machine==0 CurrentThrottle_Machine=CurrentThrottle_Machine==0 EventW_Machine=EventW_Machine==  CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human>0 ),0,0.85196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P(Mode_H2M=autonomous | CurrentBrake_Machine=CurrentBrake_Machine==0 CurrentThrottle_Machine=CurrentThrottle_Machine==0 EventW_Machine=EventW_Machine==cyclist detected CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human<0 ),0,0.85196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P(Mode_H2M=autonomous | CurrentBrake_Machine=CurrentBrake_Machine==0 CurrentThrottle_Machine=CurrentThrottle_Machine==0 EventW_Machine=EventW_Machine==cyclist detected CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human==0 ),0,0.85196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P(Mode_H2M=autonomous | CurrentBrake_Machine=CurrentBrake_Machine==0 CurrentThrottle_Machine=CurrentThrottle_Machine==0 EventW_Machine=EventW_Machine==cyclist detected CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human>0 ),0,0.85196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P(Mode_H2M=autonomous | CurrentBrake_Machine=CurrentBrake_Machine==0 CurrentThrottle_Machine=CurrentThrottle_Machine==0 EventW_Machine=EventW_Machine==cyclist detected CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human<0 ),0,0.85196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P(Mode_H2M=autonomous | CurrentBrake_Machine=CurrentBrake_Machine==0 CurrentThrottle_Machine=CurrentThrottle_Machine==0 EventW_Machine=EventW_Machine==cyclist detected CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human==0 ),0,0.85196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P(Mode_H2M=autonomous | CurrentBrake_Machine=CurrentBrake_Machine==0 CurrentThrottle_Machine=CurrentThrottle_Machine==0 EventW_Machine=EventW_Machine==cyclist detected CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human>0 ),0,0.85196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P(Mode_H2M=autonomous | CurrentBrake_Machine=CurrentBrake_Machine==0 CurrentThrottle_Machine=CurrentThrottle_Machine==0 EventW_Machine=EventW_Machine==false alarm CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human<0 ),0,0.85196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P(Mode_H2M=autonomous | CurrentBrake_Machine=CurrentBrake_Machine==0 CurrentThrottle_Machine=CurrentThrottle_Machine==0 EventW_Machine=EventW_Machine==false alarm CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human==0 ),0,0.85196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P(Mode_H2M=autonomous | CurrentBrake_Machine=CurrentBrake_Machine==0 CurrentThrottle_Machine=CurrentThrottle_Machine==0 EventW_Machine=EventW_Machine==false alarm CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human>0 ),0,0.85196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P(Mode_H2M=autonomous | CurrentBrake_Machine=CurrentBrake_Machine==0 CurrentThrottle_Machine=CurrentThrottle_Machine==0 EventW_Machine=EventW_Machine==false alarm CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human<0 ),0,0.85196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P(Mode_H2M=autonomous | CurrentBrake_Machine=CurrentBrake_Machine==0 CurrentThrottle_Machine=CurrentThrottle_Machine==0 EventW_Machine=EventW_Machine==false alarm CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human==0 ),0,0.85196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P(Mode_H2M=autonomous | CurrentBrake_Machine=CurrentBrake_Machine==0 CurrentThrottle_Machine=CurrentThrottle_Machine==0 EventW_Machine=EventW_Machine==false alarm CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human>0 ),0,0.85196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P(Mode_H2M=autonomous | CurrentBrake_Machine=CurrentBrake_Machine==0 CurrentThrottle_Machine=CurrentThrottle_Machine==0 EventW_Machine=EventW_Machine==obstacle detected CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human<0 ),0,0.85196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P(Mode_H2M=autonomous | CurrentBrake_Machine=CurrentBrake_Machine==0 CurrentThrottle_Machine=CurrentThrottle_Machine==0 EventW_Machine=EventW_Machine==obstacle detected CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human==0 ),0,0.85196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P(Mode_H2M=autonomous | CurrentBrake_Machine=CurrentBrake_Machine==0 CurrentThrottle_Machine=CurrentThrottle_Machine==0 EventW_Machine=EventW_Machine==obstacle detected CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human>0 ),0,0.85196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P(Mode_H2M=autonomous | CurrentBrake_Machine=CurrentBrake_Machine==0 CurrentThrottle_Machine=CurrentThrottle_Machine==0 EventW_Machine=EventW_Machine==obstacle detected CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human<0 ),0,0.85196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P(Mode_H2M=autonomous | CurrentBrake_Machine=CurrentBrake_Machine==0 CurrentThrottle_Machine=CurrentThrottle_Machine==0 EventW_Machine=EventW_Machine==obstacle detected CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human==0 ),0,0.85196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P(Mode_H2M=autonomous | CurrentBrake_Machine=CurrentBrake_Machine==0 CurrentThrottle_Machine=CurrentThrottle_Machine==0 EventW_Machine=EventW_Machine==obstacle detected CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human>0 ),0,0.85196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P(Mode_H2M=autonomous | CurrentBrake_Machine=CurrentBrake_Machine==0 CurrentThrottle_Machine=CurrentThrottle_Machine==0 EventW_Machine=EventW_Machine==pedestrian detected CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human>0 ),0,0.85196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P(Mode_H2M=autonomous | CurrentBrake_Machine=CurrentBrake_Machine==0 CurrentThrottle_Machine=CurrentThrottle_Machine==0 EventW_Machine=EventW_Machine==truck detected CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human<0 ),0,0.85196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P(Mode_H2M=autonomous | CurrentBrake_Machine=CurrentBrake_Machine==0 CurrentThrottle_Machine=CurrentThrottle_Machine==0 EventW_Machine=EventW_Machine==truck detected CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human==0 ),0,0.85196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P(Mode_H2M=autonomous | CurrentBrake_Machine=CurrentBrake_Machine==0 CurrentThrottle_Machine=CurrentThrottle_Machine==0 EventW_Machine=EventW_Machine==truck detected CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human>0 ),0,0.85196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P(Mode_H2M=autonomous | CurrentBrake_Machine=CurrentBrake_Machine==0 CurrentThrottle_Machine=CurrentThrottle_Machine==0 EventW_Machine=EventW_Machine==truck detected CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human<0 ),0,0.85196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P(Mode_H2M=autonomous | CurrentBrake_Machine=CurrentBrake_Machine==0 CurrentThrottle_Machine=CurrentThrottle_Machine==0 EventW_Machine=EventW_Machine==truck detected CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human==0 ),0,0.85196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P(Mode_H2M=autonomous | CurrentBrake_Machine=CurrentBrake_Machine==0 CurrentThrottle_Machine=CurrentThrottle_Machine==0 EventW_Machine=EventW_Machine==truck detected CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human>0 ),0,0.85196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P(Mode_H2M=autonomous | CurrentBrake_Machine=CurrentBrake_Machine==0 CurrentThrottle_Machine=CurrentThrottle_Machine>0 EventW_Machine=EventW_Machine==false alarm CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human>0 ),0,0.85196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P(Mode_H2M=autonomous | CurrentBrake_Machine=CurrentBrake_Machine==0 CurrentThrottle_Machine=CurrentThrottle_Machine>0 EventW_Machine=EventW_Machine==pedestrian detected CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human<0 ),0,0.85196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P(Mode_H2M=autonomous | CurrentBrake_Machine=CurrentBrake_Machine==0 CurrentThrottle_Machine=CurrentThrottle_Machine>0 EventW_Machine=EventW_Machine==pedestrian detected CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human==0 ),0,0.85196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P(Mode_H2M=autonomous | CurrentBrake_Machine=CurrentBrake_Machine==0 CurrentThrottle_Machine=CurrentThrottle_Machine>0 EventW_Machine=EventW_Machine==pedestrian detected CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human>0 ),0,0.85196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P(Mode_H2M=autonomous | CurrentBrake_Machine=CurrentBrake_Machine==0 CurrentThrottle_Machine=CurrentThrottle_Machine>0 EventW_Machine=EventW_Machine==pedestrian detected CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human<0 ),0,0.85196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P(Mode_H2M=autonomous | CurrentBrake_Machine=CurrentBrake_Machine==0 CurrentThrottle_Machine=CurrentThrottle_Machine>0 EventW_Machine=EventW_Machine==pedestrian detected CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human==0 ),0,0.85196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P(Mode_H2M=autonomous | CurrentBrake_Machine=CurrentBrake_Machine==0 CurrentThrottle_Machine=CurrentThrottle_Machine>0 EventW_Machine=EventW_Machine==pedestrian detected CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human>0 ),0,0.85196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P(Mode_H2M=autonomous | CurrentBrake_Machine=CurrentBrake_Machine>0 CurrentThrottle_Machine=CurrentThrottle_Machine==0 EventW_Machine=EventW_Machine==  CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human<0 ),0,0.85196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P(Mode_H2M=autonomous | CurrentBrake_Machine=CurrentBrake_Machine>0 CurrentThrottle_Machine=CurrentThrottle_Machine==0 EventW_Machine=EventW_Machine==  CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human==0 ),0,0.85196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P(Mode_H2M=autonomous | CurrentBrake_Machine=CurrentBrake_Machine>0 CurrentThrottle_Machine=CurrentThrottle_Machine==0 EventW_Machine=EventW_Machine==  CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human>0 ),0,0.85196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P(Mode_H2M=autonomous | CurrentBrake_Machine=CurrentBrake_Machine>0 CurrentThrottle_Machine=CurrentThrottle_Machine==0 EventW_Machine=EventW_Machine==  CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human<0 ),0,0.85196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P(Mode_H2M=autonomous | CurrentBrake_Machine=CurrentBrake_Machine>0 CurrentThrottle_Machine=CurrentThrottle_Machine==0 EventW_Machine=EventW_Machine==  CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human==0 ),0,0.85196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P(Mode_H2M=autonomous | CurrentBrake_Machine=CurrentBrake_Machine>0 CurrentThrottle_Machine=CurrentThrottle_Machine==0 EventW_Machine=EventW_Machine==  CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human>0 ),0,0.85196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P(Mode_H2M=autonomous | CurrentBrake_Machine=CurrentBrake_Machine>0 CurrentThrottle_Machine=CurrentThrottle_Machine==0 EventW_Machine=EventW_Machine==cyclist detected CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human<0 ),0,0.85196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P(Mode_H2M=autonomous | CurrentBrake_Machine=CurrentBrake_Machine>0 CurrentThrottle_Machine=CurrentThrottle_Machine==0 EventW_Machine=EventW_Machine==cyclist detected CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human==0 ),0,0.85196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P(Mode_H2M=autonomous | CurrentBrake_Machine=CurrentBrake_Machine>0 CurrentThrottle_Machine=CurrentThrottle_Machine==0 EventW_Machine=EventW_Machine==cyclist detected CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human>0 ),0,0.85196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P(Mode_H2M=autonomous | CurrentBrake_Machine=CurrentBrake_Machine>0 CurrentThrottle_Machine=CurrentThrottle_Machine==0 EventW_Machine=EventW_Machine==cyclist detected CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human<0 ),0,0.85196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P(Mode_H2M=autonomous | CurrentBrake_Machine=CurrentBrake_Machine>0 CurrentThrottle_Machine=CurrentThrottle_Machine==0 EventW_Machine=EventW_Machine==cyclist detected CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human==0 ),0,0.85196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P(Mode_H2M=autonomous | CurrentBrake_Machine=CurrentBrake_Machine>0 CurrentThrottle_Machine=CurrentThrottle_Machine==0 EventW_Machine=EventW_Machine==cyclist detected CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human>0 ),0,0.85196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P(Mode_H2M=autonomous | CurrentBrake_Machine=CurrentBrake_Machine>0 CurrentThrottle_Machine=CurrentThrottle_Machine==0 EventW_Machine=EventW_Machine==false alarm CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human<0 ),0,0.85196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P(Mode_H2M=autonomous | CurrentBrake_Machine=CurrentBrake_Machine>0 CurrentThrottle_Machine=CurrentThrottle_Machine==0 EventW_Machine=EventW_Machine==false alarm CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human==0 ),0,0.85196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P(Mode_H2M=autonomous | CurrentBrake_Machine=CurrentBrake_Machine>0 CurrentThrottle_Machine=CurrentThrottle_Machine==0 EventW_Machine=EventW_Machine==false alarm CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human>0 ),0,0.85196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P(Mode_H2M=autonomous | CurrentBrake_Machine=CurrentBrake_Machine>0 CurrentThrottle_Machine=CurrentThrottle_Machine==0 EventW_Machine=EventW_Machine==false alarm CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human<0 ),0,0.85196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P(Mode_H2M=autonomous | CurrentBrake_Machine=CurrentBrake_Machine>0 CurrentThrottle_Machine=CurrentThrottle_Machine==0 EventW_Machine=EventW_Machine==false alarm CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human==0 ),0,0.85196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P(Mode_H2M=autonomous | CurrentBrake_Machine=CurrentBrake_Machine>0 CurrentThrottle_Machine=CurrentThrottle_Machine==0 EventW_Machine=EventW_Machine==false alarm CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human>0 ),0,0.85196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P(Mode_H2M=autonomous | CurrentBrake_Machine=CurrentBrake_Machine>0 CurrentThrottle_Machine=CurrentThrottle_Machine==0 EventW_Machine=EventW_Machine==obstacle detected CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human<0 ),0,0.85196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P(Mode_H2M=autonomous | CurrentBrake_Machine=CurrentBrake_Machine>0 CurrentThrottle_Machine=CurrentThrottle_Machine==0 EventW_Machine=EventW_Machine==obstacle detected CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human==0 ),0,0.85196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P(Mode_H2M=autonomous | CurrentBrake_Machine=CurrentBrake_Machine>0 CurrentThrottle_Machine=CurrentThrottle_Machine==0 EventW_Machine=EventW_Machine==obstacle detected CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human>0 ),0,0.85196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P(Mode_H2M=autonomous | CurrentBrake_Machine=CurrentBrake_Machine>0 CurrentThrottle_Machine=CurrentThrottle_Machine==0 EventW_Machine=EventW_Machine==obstacle detected CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human<0 ),0,0.85196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P(Mode_H2M=autonomous | CurrentBrake_Machine=CurrentBrake_Machine>0 CurrentThrottle_Machine=CurrentThrottle_Machine==0 EventW_Machine=EventW_Machine==obstacle detected CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human==0 ),0,0.85196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P(Mode_H2M=autonomous | CurrentBrake_Machine=CurrentBrake_Machine>0 CurrentThrottle_Machine=CurrentThrottle_Machine==0 EventW_Machine=EventW_Machine==obstacle detected CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human>0 ),0,0.85196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P(Mode_H2M=autonomous | CurrentBrake_Machine=CurrentBrake_Machine>0 CurrentThrottle_Machine=CurrentThrottle_Machine==0 EventW_Machine=EventW_Machine==truck detected CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human<0 ),0,0.85196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P(Mode_H2M=autonomous | CurrentBrake_Machine=CurrentBrake_Machine>0 CurrentThrottle_Machine=CurrentThrottle_Machine==0 EventW_Machine=EventW_Machine==truck detected CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human==0 ),0,0.85196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P(Mode_H2M=autonomous | CurrentBrake_Machine=CurrentBrake_Machine>0 CurrentThrottle_Machine=CurrentThrottle_Machine==0 EventW_Machine=EventW_Machine==truck detected CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human>0 ),0,0.85196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P(Mode_H2M=autonomous | CurrentBrake_Machine=CurrentBrake_Machine>0 CurrentThrottle_Machine=CurrentThrottle_Machine==0 EventW_Machine=EventW_Machine==truck detected CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human<0 ),0,0.85196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P(Mode_H2M=autonomous | CurrentBrake_Machine=CurrentBrake_Machine>0 CurrentThrottle_Machine=CurrentThrottle_Machine==0 EventW_Machine=EventW_Machine==truck detected CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human==0 ),0,0.85196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P(Mode_H2M=autonomous | CurrentBrake_Machine=CurrentBrake_Machine>0 CurrentThrottle_Machine=CurrentThrottle_Machine==0 EventW_Machine=EventW_Machine==truck detected CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human>0 ),0,0.85196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P(Mode_H2M=autonomous | CurrentBrake_Machine=CurrentBrake_Machine>0 CurrentThrottle_Machine=CurrentThrottle_Machine>0 EventW_Machine=EventW_Machine==  CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human<0 ),0,0.85196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P(Mode_H2M=autonomous | CurrentBrake_Machine=CurrentBrake_Machine>0 CurrentThrottle_Machine=CurrentThrottle_Machine>0 EventW_Machine=EventW_Machine==  CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human==0 ),0,0.85196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P(Mode_H2M=autonomous | CurrentBrake_Machine=CurrentBrake_Machine>0 CurrentThrottle_Machine=CurrentThrottle_Machine>0 EventW_Machine=EventW_Machine==  CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human>0 ),0,0.85196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P(Mode_H2M=autonomous | CurrentBrake_Machine=CurrentBrake_Machine>0 CurrentThrottle_Machine=CurrentThrottle_Machine>0 EventW_Machine=EventW_Machine==  CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human<0 ),0,0.85196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
