Invariant,Avg,Prior,Ratio,Avg Observations,Avg A Samples, ./sweep_newinterp/split/exp_traces/sweep_for_target_2019-04-18-10-22-56interpolatedtest.csv,  ./sweep_newinterp/split/exp_traces/sweep_for_target_2019-04-16-09-05-07interpolatedtest.csv,  ./sweep_newinterp/split/exp_traces/sweep_for_target_2019-04-18-11-19-57interpolatedtest.csv,  ./sweep_newinterp/split/exp_traces/sweep_for_target_2019-04-16-08-45-02interpolatedtest.csv,  ./sweep_newinterp/split/exp_traces/sweep_for_target_2019-04-18-11-26-51interpolatedtest.csv,  ./sweep_newinterp/split/exp_traces/sweep_for_target_2019-04-18-08-39-33interpolatedtest.csv,  ./sweep_newinterp/split/exp_traces/sweep_for_target_2019-04-17-08-34-24interpolatedtest.csv,  ./sweep_newinterp/split/exp_traces/sweep_for_target_2019-04-12-20-21-06interpolatedtest.csv,  ./sweep_newinterp/split/exp_traces/sweep_for_target_2019-04-18-10-30-55interpolatedtest.csv,  ./sweep_newinterp/split/exp_traces/sweep_for_target_2019-04-11-08-59-37interpolatedtest.csv,  ./sweep_newinterp/split/exp_traces/sweep_for_target_2019-04-12-20-49-02interpolatedtest.csv,  ./sweep_newinterp/split/exp_traces/sweep_for_target_2019-04-12-20-46-25interpolatedtest.csv,  ./sweep_newinterp/split/exp_traces/sweep_for_target_2019-04-12-20-57-55interpolatedtest.csv,  ./sweep_newinterp/split/exp_traces/sweep_for_target_2019-04-17-08-44-17interpolatedtest.csv,  ./sweep_newinterp/split/exp_traces/sweep_for_target_2019-04-12-19-53-11interpolatedtest.csv,  ./sweep_newinterp/split/exp_traces/sweep_for_target_2019-04-18-10-15-27interpolatedtest.csv,  ./sweep_newinterp/split/exp_traces/sweep_for_target_2019-04-18-11-06-38interpolatedtest.csv
P(/warning_state.data=WarningState.Default | /mission_state.data=MissionState.OutsideSweepArea /machine_state.data=MachineState.FinishedBehavior /velocity.linear_x=/velocity.linear_x<0.01&&/velocity.linear_x>-0.01 ),0.58824,0.89743,0.65547,489.00000,0.65547,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
P(/warning_state.data=WarningState.Default | /mission_state.data=MissionState.OutsideSweepArea /machine_state.data=MachineState.FinishedBehavior /velocity.linear_x=/velocity.linear_x>=0.01||/velocity.linear_x<=-0.01 ),0.76471,0.89743,0.85211,6273.00000,0.85211,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
P(/warning_state.data=WarningState.Default | /mission_state.data=MissionState.OutsideSweepArea /machine_state.data=MachineState.Hovering /velocity.linear_x=/velocity.linear_x<0.01&&/velocity.linear_x>-0.01 ),0.00000,0.89743,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(/warning_state.data=WarningState.Default | /mission_state.data=MissionState.OutsideSweepArea /machine_state.data=MachineState.Hovering /velocity.linear_x=/velocity.linear_x>=0.01||/velocity.linear_x<=-0.01 ),0.05882,0.89743,0.06555,1.00000,0.06555,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(/warning_state.data=WarningState.Default | /mission_state.data=MissionState.OutsideSweepArea /machine_state.data=MachineState.Landing /velocity.linear_x=/velocity.linear_x<0.01&&/velocity.linear_x>-0.01 ),0.00000,0.89743,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(/warning_state.data=WarningState.Default | /mission_state.data=MissionState.OutsideSweepArea /machine_state.data=MachineState.Landing /velocity.linear_x=/velocity.linear_x>=0.01||/velocity.linear_x<=-0.01 ),0.00000,0.89743,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(/warning_state.data=WarningState.Default | /mission_state.data=MissionState.OutsideSweepArea /machine_state.data=MachineState.LosingVicon /velocity.linear_x=/velocity.linear_x<0.01&&/velocity.linear_x>-0.01 ),0.00000,0.89743,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(/warning_state.data=WarningState.Default | /mission_state.data=MissionState.OutsideSweepArea /machine_state.data=MachineState.LosingVicon /velocity.linear_x=/velocity.linear_x>=0.01||/velocity.linear_x<=-0.01 ),0.00000,0.89743,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(/warning_state.data=WarningState.Default | /mission_state.data=MissionState.OutsideSweepArea /machine_state.data=MachineState.Manual /velocity.linear_x=/velocity.linear_x<0.01&&/velocity.linear_x>-0.01 ),0.00000,0.89743,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(/warning_state.data=WarningState.Default | /mission_state.data=MissionState.OutsideSweepArea /machine_state.data=MachineState.Manual /velocity.linear_x=/velocity.linear_x>=0.01||/velocity.linear_x<=-0.01 ),0.00000,0.89743,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(/warning_state.data=WarningState.Default | /mission_state.data=MissionState.OutsideSweepArea /machine_state.data=MachineState.OutsideSweepArea /velocity.linear_x=/velocity.linear_x<0.01&&/velocity.linear_x>-0.01 ),0.52934,0.89743,0.58984,1106.00000,0.58984,0.0,0.99883,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
P(/warning_state.data=WarningState.Default | /mission_state.data=MissionState.OutsideSweepArea /machine_state.data=MachineState.OutsideSweepArea /velocity.linear_x=/velocity.linear_x>=0.01||/velocity.linear_x<=-0.01 ),0.99995,0.89743,1.11424,36110.00000,1.11424,1.0,0.99922,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P(/warning_state.data=WarningState.Default | /mission_state.data=MissionState.OutsideSweepArea /machine_state.data=MachineState.PossibleTargetDetected /velocity.linear_x=/velocity.linear_x<0.01&&/velocity.linear_x>-0.01 ),0.00000,0.89743,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(/warning_state.data=WarningState.Default | /mission_state.data=MissionState.OutsideSweepArea /machine_state.data=MachineState.PossibleTargetDetected /velocity.linear_x=/velocity.linear_x>=0.01||/velocity.linear_x<=-0.01 ),0.00000,0.89743,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(/warning_state.data=WarningState.Default | /mission_state.data=MissionState.OutsideSweepArea /machine_state.data=MachineState.Sweeping /velocity.linear_x=/velocity.linear_x<0.01&&/velocity.linear_x>-0.01 ),0.99989,0.89743,1.11417,4955.00000,1.11417,1.0,0.99816,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P(/warning_state.data=WarningState.Default | /mission_state.data=MissionState.OutsideSweepArea /machine_state.data=MachineState.Sweeping /velocity.linear_x=/velocity.linear_x>=0.01||/velocity.linear_x<=-0.01 ),0.82189,0.89743,0.91583,66.00000,0.91583,1.0,0.97213,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
P(/warning_state.data=WarningState.Default | /mission_state.data=MissionState.OutsideSweepArea /machine_state.data=MissionState.Suspended /velocity.linear_x=/velocity.linear_x<0.01&&/velocity.linear_x>-0.01 ),0.00000,0.89743,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(/warning_state.data=WarningState.Default | /mission_state.data=MissionState.OutsideSweepArea /machine_state.data=MissionState.Suspended /velocity.linear_x=/velocity.linear_x>=0.01||/velocity.linear_x<=-0.01 ),0.00000,0.89743,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(/warning_state.data=WarningState.Default | /mission_state.data=MissionState.PossibleTargetDetected /machine_state.data=MachineState.FinishedBehavior /velocity.linear_x=/velocity.linear_x<0.01&&/velocity.linear_x>-0.01 ),0.00000,0.89743,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(/warning_state.data=WarningState.Default | /mission_state.data=MissionState.PossibleTargetDetected /machine_state.data=MachineState.FinishedBehavior /velocity.linear_x=/velocity.linear_x>=0.01||/velocity.linear_x<=-0.01 ),0.00000,0.89743,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(/warning_state.data=WarningState.Default | /mission_state.data=MissionState.PossibleTargetDetected /machine_state.data=MachineState.Hovering /velocity.linear_x=/velocity.linear_x<0.01&&/velocity.linear_x>-0.01 ),0.00042,0.89743,0.00047,1.00000,0.00047,0.0,0.0,0.0,0.00716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(/warning_state.data=WarningState.Default | /mission_state.data=MissionState.PossibleTargetDetected /machine_state.data=MachineState.Hovering /velocity.linear_x=/velocity.linear_x>=0.01||/velocity.linear_x<=-0.01 ),0.05882,0.89743,0.06555,1.00000,0.06555,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(/warning_state.data=WarningState.Default | /mission_state.data=MissionState.PossibleTargetDetected /machine_state.data=MachineState.Landing /velocity.linear_x=/velocity.linear_x<0.01&&/velocity.linear_x>-0.01 ),0.00000,0.89743,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(/warning_state.data=WarningState.Default | /mission_state.data=MissionState.PossibleTargetDetected /machine_state.data=MachineState.Landing /velocity.linear_x=/velocity.linear_x>=0.01||/velocity.linear_x<=-0.01 ),0.00000,0.89743,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(/warning_state.data=WarningState.Default | /mission_state.data=MissionState.PossibleTargetDetected /machine_state.data=MachineState.LosingVicon /velocity.linear_x=/velocity.linear_x<0.01&&/velocity.linear_x>-0.01 ),0.00000,0.89743,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(/warning_state.data=WarningState.Default | /mission_state.data=MissionState.PossibleTargetDetected /machine_state.data=MachineState.LosingVicon /velocity.linear_x=/velocity.linear_x>=0.01||/velocity.linear_x<=-0.01 ),0.00000,0.89743,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(/warning_state.data=WarningState.Default | /mission_state.data=MissionState.PossibleTargetDetected /machine_state.data=MachineState.Manual /velocity.linear_x=/velocity.linear_x<0.01&&/velocity.linear_x>-0.01 ),0.00000,0.89743,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(/warning_state.data=WarningState.Default | /mission_state.data=MissionState.PossibleTargetDetected /machine_state.data=MachineState.Manual /velocity.linear_x=/velocity.linear_x>=0.01||/velocity.linear_x<=-0.01 ),0.00000,0.89743,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(/warning_state.data=WarningState.Default | /mission_state.data=MissionState.PossibleTargetDetected /machine_state.data=MachineState.OutsideSweepArea /velocity.linear_x=/velocity.linear_x<0.01&&/velocity.linear_x>-0.01 ),0.00000,0.89743,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(/warning_state.data=WarningState.Default | /mission_state.data=MissionState.PossibleTargetDetected /machine_state.data=MachineState.OutsideSweepArea /velocity.linear_x=/velocity.linear_x>=0.01||/velocity.linear_x<=-0.01 ),0.00000,0.89743,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(/warning_state.data=WarningState.Default | /mission_state.data=MissionState.PossibleTargetDetected /machine_state.data=MachineState.PossibleTargetDetected /velocity.linear_x=/velocity.linear_x<0.01&&/velocity.linear_x>-0.01 ),0.80562,0.89743,0.89769,18067.00000,0.89769,1.0,0.0,0.71992,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.97557,1.0,1.0,1.0,0.0,1.0,1.0
P(/warning_state.data=WarningState.Default | /mission_state.data=MissionState.PossibleTargetDetected /machine_state.data=MachineState.PossibleTargetDetected /velocity.linear_x=/velocity.linear_x>=0.01||/velocity.linear_x<=-0.01 ),0.80640,0.89743,0.89857,5824.00000,0.89857,1.0,0.0,0.73405,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.97475,1.0,1.0,1.0,0.0,1.0,1.0
P(/warning_state.data=WarningState.Default | /mission_state.data=MissionState.PossibleTargetDetected /machine_state.data=MachineState.Sweeping /velocity.linear_x=/velocity.linear_x<0.01&&/velocity.linear_x>-0.01 ),0.05882,0.89743,0.06555,1.00000,0.06555,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(/warning_state.data=WarningState.Default | /mission_state.data=MissionState.PossibleTargetDetected /machine_state.data=MachineState.Sweeping /velocity.linear_x=/velocity.linear_x>=0.01||/velocity.linear_x<=-0.01 ),0.11765,0.89743,0.13109,3.00000,0.13109,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(/warning_state.data=WarningState.Default | /mission_state.data=MissionState.PossibleTargetDetected /machine_state.data=MissionState.Suspended /velocity.linear_x=/velocity.linear_x<0.01&&/velocity.linear_x>-0.01 ),0.00000,0.89743,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(/warning_state.data=WarningState.Default | /mission_state.data=MissionState.PossibleTargetDetected /machine_state.data=MissionState.Suspended /velocity.linear_x=/velocity.linear_x>=0.01||/velocity.linear_x<=-0.01 ),0.00000,0.89743,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(/warning_state.data=WarningState.Default | /mission_state.data=MissionState.Suspended /machine_state.data=MachineState.FinishedBehavior /velocity.linear_x=/velocity.linear_x<0.01&&/velocity.linear_x>-0.01 ),0.00000,0.89743,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(/warning_state.data=WarningState.Default | /mission_state.data=MissionState.Suspended /machine_state.data=MachineState.FinishedBehavior /velocity.linear_x=/velocity.linear_x>=0.01||/velocity.linear_x<=-0.01 ),0.00000,0.89743,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(/warning_state.data=WarningState.Default | /mission_state.data=MissionState.Suspended /machine_state.data=MachineState.Hovering /velocity.linear_x=/velocity.linear_x<0.01&&/velocity.linear_x>-0.01 ),0.00000,0.89743,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(/warning_state.data=WarningState.Default | /mission_state.data=MissionState.Suspended /machine_state.data=MachineState.Hovering /velocity.linear_x=/velocity.linear_x>=0.01||/velocity.linear_x<=-0.01 ),0.00000,0.89743,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(/warning_state.data=WarningState.Default | /mission_state.data=MissionState.Suspended /machine_state.data=MachineState.Landing /velocity.linear_x=/velocity.linear_x<0.01&&/velocity.linear_x>-0.01 ),0.00000,0.89743,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(/warning_state.data=WarningState.Default | /mission_state.data=MissionState.Suspended /machine_state.data=MachineState.Landing /velocity.linear_x=/velocity.linear_x>=0.01||/velocity.linear_x<=-0.01 ),0.00000,0.89743,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(/warning_state.data=WarningState.Default | /mission_state.data=MissionState.Suspended /machine_state.data=MachineState.LosingVicon /velocity.linear_x=/velocity.linear_x<0.01&&/velocity.linear_x>-0.01 ),0.03440,0.89743,0.03833,601.00000,0.03833,0.30262,0.0,0.0,0.0,0.0,0.0,0.0,0.06691,0.0,0.13769,0.0,0.0,0.0,0.0,0.0,0.07759,0.0
P(/warning_state.data=WarningState.Default | /mission_state.data=MissionState.Suspended /machine_state.data=MachineState.LosingVicon /velocity.linear_x=/velocity.linear_x>=0.01||/velocity.linear_x<=-0.01 ),0.11421,0.89743,0.12727,438.00000,0.12727,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(/warning_state.data=WarningState.Default | /mission_state.data=MissionState.Suspended /machine_state.data=MachineState.Manual /velocity.linear_x=/velocity.linear_x<0.01&&/velocity.linear_x>-0.01 ),0.12814,0.89743,0.14279,2275.00000,0.14279,0.0,0.0,0.0,0.56321,0.0,0.0,0.0,0.61522,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(/warning_state.data=WarningState.Default | /mission_state.data=MissionState.Suspended /machine_state.data=MachineState.Manual /velocity.linear_x=/velocity.linear_x>=0.01||/velocity.linear_x<=-0.01 ),0.17647,0.89743,0.19664,995.00000,0.19664,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(/warning_state.data=WarningState.Default | /mission_state.data=MissionState.Suspended /machine_state.data=MachineState.OutsideSweepArea /velocity.linear_x=/velocity.linear_x<0.01&&/velocity.linear_x>-0.01 ),0.00000,0.89743,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(/warning_state.data=WarningState.Default | /mission_state.data=MissionState.Suspended /machine_state.data=MachineState.OutsideSweepArea /velocity.linear_x=/velocity.linear_x>=0.01||/velocity.linear_x<=-0.01 ),0.00000,0.89743,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(/warning_state.data=WarningState.Default | /mission_state.data=MissionState.Suspended /machine_state.data=MachineState.PossibleTargetDetected /velocity.linear_x=/velocity.linear_x<0.01&&/velocity.linear_x>-0.01 ),0.00000,0.89743,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(/warning_state.data=WarningState.Default | /mission_state.data=MissionState.Suspended /machine_state.data=MachineState.PossibleTargetDetected /velocity.linear_x=/velocity.linear_x>=0.01||/velocity.linear_x<=-0.01 ),0.00000,0.89743,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(/warning_state.data=WarningState.Default | /mission_state.data=MissionState.Suspended /machine_state.data=MachineState.Sweeping /velocity.linear_x=/velocity.linear_x<0.01&&/velocity.linear_x>-0.01 ),0.00000,0.89743,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(/warning_state.data=WarningState.Default | /mission_state.data=MissionState.Suspended /machine_state.data=MachineState.Sweeping /velocity.linear_x=/velocity.linear_x>=0.01||/velocity.linear_x<=-0.01 ),0.00000,0.89743,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(/warning_state.data=WarningState.Default | /mission_state.data=MissionState.Suspended /machine_state.data=MissionState.Suspended /velocity.linear_x=/velocity.linear_x<0.01&&/velocity.linear_x>-0.01 ),0.00000,0.89743,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(/warning_state.data=WarningState.Default | /mission_state.data=MissionState.Suspended /machine_state.data=MissionState.Suspended /velocity.linear_x=/velocity.linear_x>=0.01||/velocity.linear_x<=-0.01 ),0.00000,0.89743,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(/warning_state.data=WarningState.LosingVicon | /mission_state.data=MissionState.Complete /machine_state.data=MachineState.FinishedBehavior /velocity.linear_x=/velocity.linear_x<0.01&&/velocity.linear_x>-0.01 ),0.00000,0.01853,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(/warning_state.data=WarningState.LosingVicon | /mission_state.data=MissionState.Complete /machine_state.data=MachineState.FinishedBehavior /velocity.linear_x=/velocity.linear_x>=0.01||/velocity.linear_x<=-0.01 ),0.00000,0.01853,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(/warning_state.data=WarningState.LosingVicon | /mission_state.data=MissionState.Complete /machine_state.data=MachineState.Hovering /velocity.linear_x=/velocity.linear_x<0.01&&/velocity.linear_x>-0.01 ),0.00000,0.01853,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(/warning_state.data=WarningState.LosingVicon | /mission_state.data=MissionState.Complete /machine_state.data=MachineState.Hovering /velocity.linear_x=/velocity.linear_x>=0.01||/velocity.linear_x<=-0.01 ),0.00000,0.01853,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(/warning_state.data=WarningState.LosingVicon | /mission_state.data=MissionState.Complete /machine_state.data=MachineState.Landing /velocity.linear_x=/velocity.linear_x<0.01&&/velocity.linear_x>-0.01 ),0.00000,0.01853,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(/warning_state.data=WarningState.LosingVicon | /mission_state.data=MissionState.Complete /machine_state.data=MachineState.Landing /velocity.linear_x=/velocity.linear_x>=0.01||/velocity.linear_x<=-0.01 ),0.00000,0.01853,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(/warning_state.data=WarningState.LosingVicon | /mission_state.data=MissionState.Complete /machine_state.data=MachineState.LosingVicon /velocity.linear_x=/velocity.linear_x<0.01&&/velocity.linear_x>-0.01 ),0.00000,0.01853,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(/warning_state.data=WarningState.LosingVicon | /mission_state.data=MissionState.Complete /machine_state.data=MachineState.LosingVicon /velocity.linear_x=/velocity.linear_x>=0.01||/velocity.linear_x<=-0.01 ),0.00000,0.01853,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(/warning_state.data=WarningState.LosingVicon | /mission_state.data=MissionState.Complete /machine_state.data=MachineState.Manual /velocity.linear_x=/velocity.linear_x<0.01&&/velocity.linear_x>-0.01 ),0.00000,0.01853,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(/warning_state.data=WarningState.LosingVicon | /mission_state.data=MissionState.Complete /machine_state.data=MachineState.Manual /velocity.linear_x=/velocity.linear_x>=0.01||/velocity.linear_x<=-0.01 ),0.00000,0.01853,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(/warning_state.data=WarningState.LosingVicon | /mission_state.data=MissionState.Complete /machine_state.data=MachineState.OutsideSweepArea /velocity.linear_x=/velocity.linear_x<0.01&&/velocity.linear_x>-0.01 ),0.00000,0.01853,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(/warning_state.data=WarningState.LosingVicon | /mission_state.data=MissionState.Complete /machine_state.data=MachineState.OutsideSweepArea /velocity.linear_x=/velocity.linear_x>=0.01||/velocity.linear_x<=-0.01 ),0.00000,0.01853,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(/warning_state.data=WarningState.LosingVicon | /mission_state.data=MissionState.Complete /machine_state.data=MachineState.PossibleTargetDetected /velocity.linear_x=/velocity.linear_x<0.01&&/velocity.linear_x>-0.01 ),0.00000,0.01853,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
